Province,Month,Year,Region,Region Encode,Latitude,Longitude,Average Temperature,Max Temperature,Min Temperature,Total Precipitation,Relative Humidity,Wind Speed,Wind Direction,Surface Pressure,Solar Radiation,Soil Moisture
Trà Vinh,2,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.16,33.29,22.31,0.18,71.89,5.21,100.2,101.26,22.75,0.53
Trà Vinh,3,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.96,37.41,21.62,1.05,66.9,4.47,116.2,101.08,24.27,0.48
Trà Vinh,4,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,30.15,37.61,24.68,1.26,67.57,3.87,125.8,100.9,23.94,0.47
Trà Vinh,5,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,29.12,36.8,25.55,8.1,80.83,3.22,215.8,100.81,20.25,0.6
Trà Vinh,6,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.77,32.41,24.73,14.38,88.1,3.62,232.5,100.8,16.62,0.87
Trà Vinh,7,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.08,31.27,23.62,8.1,89.27,3.95,243.6,100.83,17.75,0.95
Trà Vinh,8,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.97,30.69,23.64,10.68,90.64,5.06,239.3,100.76,17.37,0.95
Trà Vinh,9,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.91,31.47,24.08,9.82,88.8,3.92,237.1,100.95,17.48,0.96
Trà Vinh,10,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.28,30.97,24.51,5.1,86.49,3.23,99.9,100.96,19.68,0.92
Trà Vinh,11,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.34,30.52,21.12,3.71,85.71,3.41,81.7,101.01,17.22,0.89
Trà Vinh,12,2019,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,25.48,32.65,18.43,0.0,80.2,3.7,78.4,101.18,18.73,0.68
Trà Vinh,1,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.85,33.65,21.36,0.04,71.98,4.66,91.8,101.17,20.71,0.52
Trà Vinh,2,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.6,35.42,21.42,0.04,65.6,5.75,90.4,101.26,22.11,0.47
Trà Vinh,3,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.94,37.78,24.35,0.92,68.39,4.76,111.6,101.06,24.0,0.47
Trà Vinh,4,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,29.76,36.35,25.59,1.64,69.39,4.99,102.0,101.03,23.02,0.48
Trà Vinh,5,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,30.36,38.35,26.29,4.0,71.96,3.09,160.6,100.82,22.46,0.5
Trà Vinh,6,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.76,32.57,24.71,27.82,86.3,2.96,224.0,100.81,16.11,0.8
Trà Vinh,7,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.31,31.46,24.08,7.33,86.97,2.73,219.3,100.77,18.55,0.95
Trà Vinh,8,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.16,31.56,23.96,7.94,88.94,3.75,236.3,100.76,18.44,0.95
Trà Vinh,9,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.21,31.36,24.3,14.9,87.92,3.09,234.6,100.81,18.42,0.92
Trà Vinh,10,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.45,30.38,23.7,17.9,91.32,3.42,242.3,100.73,13.98,0.98
Trà Vinh,11,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.8,31.27,22.68,3.85,86.13,3.25,76.7,100.97,17.94,0.9
Trà Vinh,12,2020,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,25.54,30.6,19.14,2.29,85.7,3.47,49.1,100.99,15.56,0.81
Trà Vinh,1,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,24.98,31.38,18.41,0.58,80.49,3.38,69.4,101.08,18.24,0.68
Trà Vinh,2,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.3,35.46,20.31,0.29,72.19,3.93,99.5,101.11,21.26,0.53
Trà Vinh,3,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.78,38.7,22.25,0.02,67.64,5.39,102.5,100.97,24.18,0.47
Trà Vinh,4,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.95,38.63,25.17,5.37,74.36,3.79,133.8,100.93,22.31,0.52
Trà Vinh,5,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.13,33.25,25.01,9.86,84.58,3.46,160.7,100.8,19.16,0.67
Trà Vinh,6,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.44,32.52,24.26,6.32,86.93,3.88,240.8,100.86,20.06,0.88
Trà Vinh,7,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.06,31.06,24.36,11.9,88.97,4.0,238.6,100.78,17.34,0.93
Trà Vinh,8,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.13,31.49,23.43,10.09,88.5,3.51,238.1,100.85,18.96,0.95
Trà Vinh,9,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.62,31.81,22.75,11.17,89.37,3.29,235.0,100.82,18.14,0.98
Trà Vinh,10,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.83,30.67,23.72,9.59,89.21,3.21,230.7,100.84,16.5,0.97
Trà Vinh,11,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.48,30.55,23.21,7.6,90.1,3.76,77.5,100.87,14.84,0.94
Trà Vinh,12,2021,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,25.52,29.86,19.47,0.39,84.81,3.33,62.6,101.13,16.92,0.86
Trà Vinh,1,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,25.87,32.96,20.77,0.05,80.41,3.57,86.0,101.12,20.12,0.65
Trà Vinh,2,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.66,34.34,23.19,0.39,73.41,5.51,90.5,100.99,20.94,0.52
Trà Vinh,3,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.54,37.08,23.58,4.21,73.41,3.92,106.9,100.86,22.05,0.5
Trà Vinh,4,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,28.13,35.6,24.34,5.59,80.5,3.23,118.3,100.84,21.91,0.64
Trà Vinh,5,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.77,32.05,24.56,10.03,86.1,3.57,218.6,100.74,17.29,0.71
Trà Vinh,6,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.58,31.67,23.81,6.41,86.51,2.89,243.1,100.75,20.93,0.86
Trà Vinh,7,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.09,31.44,23.54,13.82,89.16,3.67,234.0,100.68,16.84,0.95
Trà Vinh,8,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.9,31.44,23.46,8.26,88.81,3.41,242.2,100.75,18.39,0.95
Trà Vinh,9,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.79,32.11,23.5,8.77,89.06,3.5,240.7,100.82,18.18,0.96
Trà Vinh,10,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.7,31.09,22.35,8.02,87.89,2.7,87.9,100.88,15.02,0.96
Trà Vinh,11,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.45,30.71,23.51,7.98,89.3,3.05,89.9,100.9,15.1,0.95
Trà Vinh,12,2022,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,25.28,30.06,18.75,2.2,84.86,3.32,60.3,101.01,16.36,0.9
Trà Vinh,1,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,25.43,31.0,20.08,1.13,83.71,3.28,54.8,101.05,15.79,0.74
Trà Vinh,2,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.81,34.24,21.0,0.17,76.09,4.33,86.8,101.06,20.44,0.57
Trà Vinh,3,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.81,36.94,21.17,0.0,67.3,4.89,101.9,101.1,24.12,0.48
Trà Vinh,4,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,30.13,37.71,24.86,1.55,69.96,3.66,130.3,100.81,22.76,0.48
Trà Vinh,5,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,29.7,38.24,25.44,6.17,76.18,3.68,206.9,100.8,19.15,0.54
Trà Vinh,6,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.93,32.19,24.83,7.35,86.52,3.81,242.2,100.79,19.31,0.72
Trà Vinh,7,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.48,32.18,24.56,15.78,88.4,4.19,244.3,100.8,16.05,0.86
Trà Vinh,8,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.63,32.03,24.55,5.61,88.74,4.41,245.0,100.84,20.7,0.93
Trà Vinh,9,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.22,31.53,24.29,13.32,89.33,3.65,242.7,100.83,16.48,0.96
Trà Vinh,10,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,27.56,31.68,23.72,10.28,87.36,2.47,210.8,100.99,18.47,0.97
Trà Vinh,11,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.98,30.58,22.27,6.03,88.53,3.23,64.9,101.03,16.29,0.96
Trà Vinh,12,2023,ĐỒNG BẰNG SÔNG CỬU LONG,4,9.8037998,106.3256808,26.66,31.71,21.44,1.08,85.92,3.85,69.1,101.1,16.92,0.83
Vĩnh Long,1,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.04,30.4,20.46,0.17,81.16,3.49,73.4,101.01,17.01,0.7
Vĩnh Long,2,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.36,33.13,20.92,0.0,72.97,4.63,97.4,101.0,20.98,0.55
Vĩnh Long,3,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.76,34.63,22.71,1.75,70.74,5.39,88.9,100.93,19.44,0.49
Vĩnh Long,4,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.43,35.65,24.05,1.83,71.54,4.21,108.1,100.92,21.49,0.51
Vĩnh Long,5,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.88,35.74,24.77,4.3,76.5,3.05,221.1,100.79,18.08,0.53
Vĩnh Long,6,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.55,32.38,24.24,7.37,84.1,4.5,241.7,100.73,17.58,0.66
Vĩnh Long,7,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.04,32.12,24.03,5.04,86.06,4.2,244.3,100.74,17.34,0.72
Vĩnh Long,8,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.09,31.89,23.69,6.34,85.63,3.69,248.5,100.79,18.94,0.73
Vĩnh Long,9,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.57,31.42,23.63,7.21,88.32,4.74,248.3,100.82,16.66,0.82
Vĩnh Long,10,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.65,30.72,23.76,4.54,88.16,3.74,129.8,100.86,17.63,0.88
Vĩnh Long,11,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.48,31.37,23.13,6.24,86.65,3.56,72.7,100.88,17.34,0.87
Vĩnh Long,12,2011,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.36,30.63,19.15,0.69,83.11,3.54,58.2,101.01,16.18,0.75
Vĩnh Long,1,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.9,32.57,21.65,0.58,79.79,4.4,84.4,101.01,17.22,0.59
Vĩnh Long,2,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.39,34.89,22.99,1.74,72.85,4.22,100.5,100.91,20.11,0.52
Vĩnh Long,3,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.69,35.29,24.27,2.04,71.44,3.94,103.2,100.9,20.76,0.5
Vĩnh Long,4,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.56,36.32,22.99,2.78,76.03,3.63,136.4,100.88,20.53,0.53
Vĩnh Long,5,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.93,34.11,24.32,6.35,83.12,3.66,238.3,100.72,18.67,0.62
Vĩnh Long,6,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.16,31.75,24.19,4.66,86.61,4.73,247.9,100.71,18.17,0.7
Vĩnh Long,7,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.84,30.96,24.15,5.98,87.52,4.3,243.6,100.74,18.11,0.76
Vĩnh Long,8,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.08,32.06,22.37,3.38,85.26,4.72,247.4,100.8,18.98,0.71
Vĩnh Long,9,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.29,31.59,23.69,11.0,89.06,4.06,245.1,100.85,15.46,0.8
Vĩnh Long,10,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.81,31.73,23.6,5.99,86.23,3.22,113.1,100.94,18.24,0.91
Vĩnh Long,11,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.7,31.21,23.54,3.46,87.75,3.82,88.2,100.94,16.79,0.83
Vĩnh Long,12,2012,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.71,32.31,22.73,0.39,81.81,4.24,81.4,100.98,17.82,0.69
Vĩnh Long,1,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.24,33.08,20.9,0.77,74.0,4.33,83.6,101.16,17.71,0.56
Vĩnh Long,2,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.71,35.36,23.1,0.52,69.11,5.72,89.9,101.02,20.71,0.49
Vĩnh Long,3,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,29.4,37.8,23.88,0.03,64.32,4.5,112.1,101.04,21.89,0.47
Vĩnh Long,4,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,29.63,38.44,25.13,2.61,71.75,3.71,124.3,100.83,19.02,0.5
Vĩnh Long,5,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.86,35.44,25.21,3.99,79.0,3.07,206.6,100.8,19.1,0.55
Vĩnh Long,6,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.65,33.39,24.74,7.98,85.75,3.59,236.7,100.66,16.75,0.7
Vĩnh Long,7,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.78,32.22,23.67,4.63,86.27,4.21,252.3,100.72,17.21,0.75
Vĩnh Long,8,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.78,31.44,23.72,5.28,87.02,4.29,244.0,100.78,18.37,0.79
Vĩnh Long,9,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.96,31.59,23.86,5.88,85.76,3.75,244.5,100.81,15.89,0.77
Vĩnh Long,10,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.63,30.9,23.64,6.4,86.45,3.4,152.2,100.97,16.9,0.84
Vĩnh Long,11,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.71,31.85,23.04,4.26,85.48,3.63,85.9,100.91,16.4,0.76
Vĩnh Long,12,2013,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.07,30.69,20.14,0.52,80.97,3.09,74.3,101.07,15.46,0.68
Vĩnh Long,1,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.07,32.09,18.57,0.07,70.19,3.86,88.3,101.29,18.23,0.55
Vĩnh Long,2,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.32,34.34,20.39,0.0,68.6,4.77,105.0,101.11,22.02,0.48
Vĩnh Long,3,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.54,37.75,21.98,0.02,66.64,5.35,104.4,101.1,23.91,0.46
Vĩnh Long,4,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,30.66,38.73,25.65,0.6,61.3,3.49,128.9,100.93,20.64,0.46
Vĩnh Long,5,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,30.37,38.15,26.12,2.45,70.6,3.18,176.4,100.8,19.97,0.49
Vĩnh Long,6,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.66,35.75,24.62,5.73,78.76,3.95,243.7,100.7,16.23,0.57
Vĩnh Long,7,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.39,32.95,24.25,7.84,84.67,4.48,243.8,100.79,16.49,0.67
Vĩnh Long,8,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.31,32.61,23.75,4.01,84.39,3.44,232.2,100.87,18.77,0.73
Vĩnh Long,9,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.22,32.73,24.03,4.75,85.23,3.65,236.0,100.88,18.39,0.75
Vĩnh Long,10,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.93,31.95,23.63,5.51,84.97,2.78,104.9,100.99,18.18,0.77
Vĩnh Long,11,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.07,31.98,23.77,3.57,84.47,3.55,87.3,100.99,18.18,0.75
Vĩnh Long,12,2014,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.71,32.52,21.67,1.26,78.37,4.14,74.5,101.08,16.24,0.63
Vĩnh Long,1,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.94,33.3,20.42,0.22,70.31,3.96,90.1,101.25,18.87,0.53
Vĩnh Long,2,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.46,34.56,20.5,0.01,66.91,4.95,98.8,101.24,21.74,0.48
Vĩnh Long,3,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.58,36.03,22.31,0.01,65.34,5.37,106.2,101.18,23.48,0.46
Vĩnh Long,4,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,30.38,38.53,24.98,0.25,62.98,4.71,112.3,100.97,22.63,0.46
Vĩnh Long,5,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,30.82,38.94,25.43,2.17,66.15,3.66,195.6,100.87,21.57,0.48
Vĩnh Long,6,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.52,35.66,23.47,7.41,78.38,3.74,227.3,100.85,18.18,0.57
Vĩnh Long,7,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.59,32.53,24.22,4.56,84.55,4.46,239.0,100.84,18.3,0.69
Vĩnh Long,8,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.32,32.55,23.64,4.55,85.19,4.21,247.4,100.88,20.25,0.7
Vĩnh Long,9,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.27,32.49,23.74,8.25,86.32,3.74,241.8,100.92,18.16,0.75
Vĩnh Long,10,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.39,32.19,23.94,5.21,85.13,2.9,129.7,101.09,17.94,0.81
Vĩnh Long,11,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.13,30.95,23.46,3.93,86.28,4.24,87.9,101.04,18.31,0.8
Vĩnh Long,12,2015,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.8,32.41,21.61,1.43,80.95,4.65,81.4,101.2,17.66,0.66
Vĩnh Long,1,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.54,34.07,21.61,0.03,73.59,5.01,94.5,101.24,19.68,0.54
Vĩnh Long,2,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.74,35.14,19.72,0.03,65.58,5.65,89.8,101.28,21.39,0.48
Vĩnh Long,3,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.6,36.75,23.05,0.0,65.14,5.08,109.5,101.17,23.39,0.46
Vĩnh Long,4,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,31.18,39.63,24.39,0.05,60.75,4.17,143.5,100.93,22.93,0.46
Vĩnh Long,5,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,30.29,38.65,25.93,8.19,72.68,3.82,171.4,100.81,19.12,0.54
Vĩnh Long,6,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.58,31.94,24.58,5.79,85.93,3.52,234.4,100.88,17.45,0.74
Vĩnh Long,7,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.22,31.62,24.12,6.27,87.19,3.49,233.9,100.84,18.81,0.83
Vĩnh Long,8,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.09,31.41,24.05,4.45,88.79,4.86,243.3,100.7,17.58,0.86
Vĩnh Long,9,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.96,31.34,24.14,7.91,88.37,4.11,248.8,100.79,17.94,0.83
Vĩnh Long,10,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.55,30.27,24.29,11.08,90.93,3.7,239.1,100.78,14.62,0.95
Vĩnh Long,11,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.77,30.77,23.95,6.23,88.7,3.25,86.9,100.93,16.76,0.95
Vĩnh Long,12,2016,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.77,30.0,21.11,3.59,88.16,3.52,61.6,100.97,13.45,0.9
Vĩnh Long,1,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.75,30.33,21.28,1.49,84.95,4.17,78.5,101.04,16.58,0.77
Vĩnh Long,2,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.05,32.96,20.17,0.96,78.79,4.17,88.8,101.18,19.64,0.63
Vĩnh Long,3,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.8,34.37,22.24,0.78,72.25,4.4,107.6,101.04,22.63,0.51
Vĩnh Long,4,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,29.22,38.71,24.54,2.5,72.7,3.93,122.6,100.95,22.2,0.5
Vĩnh Long,5,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.97,36.41,25.56,7.1,79.68,3.03,178.2,100.83,17.57,0.57
Vĩnh Long,6,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.68,32.03,24.54,4.1,85.59,3.63,241.5,100.84,17.65,0.7
Vĩnh Long,7,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.06,31.79,23.12,6.08,86.74,4.28,244.2,100.83,16.64,0.72
Vĩnh Long,8,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.1,31.15,23.84,7.37,88.42,3.8,240.4,100.78,17.64,0.82
Vĩnh Long,9,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.44,31.82,24.29,6.5,87.13,3.15,233.1,100.85,18.57,0.85
Vĩnh Long,10,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.9,32.34,23.35,11.57,87.35,2.65,232.2,100.86,16.11,0.95
Vĩnh Long,11,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.65,30.55,23.87,5.02,88.78,3.41,80.3,100.82,15.55,0.94
Vĩnh Long,12,2017,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.24,30.28,17.61,3.52,85.44,3.95,65.8,101.05,16.04,0.86
Vĩnh Long,1,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.72,30.82,20.92,2.15,84.43,3.36,85.7,100.93,16.01,0.73
Vĩnh Long,2,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,25.75,33.51,19.49,0.12,76.11,4.28,95.0,101.18,20.95,0.6
Vĩnh Long,3,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,28.22,35.22,23.72,0.7,69.79,4.98,104.1,101.0,22.09,0.5
Vĩnh Long,4,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,29.62,36.79,24.51,1.05,67.43,4.78,109.0,100.91,22.68,0.47
Vĩnh Long,5,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,29.15,36.23,24.76,5.74,76.27,2.57,128.1,100.87,19.43,0.54
Vĩnh Long,6,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,27.31,32.12,24.2,10.32,86.21,3.86,248.1,100.83,17.55,0.78
Vĩnh Long,7,2018,ĐỒNG BẰNG SÔNG CỬU LONG,4,10.1203043,106.0125705,26.78,30.48,24.13,12.72,90.25,5.06,244.8,100.71,16.98,0.94
